"the_geom","BoroCode","BoroName","BoroCD","CounDist","AssemDist","StSenDist","CongDist","Shelter_ID","Corner","On_Street","Cross_Stre","Longitude","Latitude","NTAName","FEMAFldz","FEMAFldT","HrcEvac"
"POINT (-73.948266 40.824133)","1","Manhattan","109","7","71","30","13","MN01227","NE","AMSTERDAM AV","W 143 ST","-73.948266","40.824133","Hamilton Heights-Sugar Hill","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.937214 40.836276)","1","Manhattan","112","10","72","31","13","MN01246","SW","EDGECOMBE AV","W 164 ST","-73.937214","40.836276","Washington Heights (South)","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.962648 40.799034)","1","Manhattan","107","7","69","30","13","MN01247","SE","W 106 ST","COLUMBUS AV","-73.962648","40.799034","Upper West Side-Manhattan Valley","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.98055 40.737619)","1","Manhattan","106","2","74","59","12","MN01249","SE","E 23 ST","2 AV","-73.98055","40.737619","Gramercy","X","AREA OF MINIMAL FLOOD HAZARD","3"
"POINT (-73.96813 40.796912)","1","Manhattan","107","7","69","30","13","MN01250","NE","AMSTERDAM AV","W 100 ST","-73.96813","40.796912","Upper West Side-Manhattan Valley","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.999353 40.738307)","1","Manhattan","102","3","66","47","10","MN01251","SE","W 14 ST","7 AV","-73.999353","40.738307","West Village","X","AREA OF MINIMAL FLOOD HAZARD","6"
"POINT (-73.978888 40.785642)","1","Manhattan","107","6","67","47","12","MN01253","SW","BROADWAY","W 82 ST","-73.978888","40.785642","Upper West Side (Central)","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.942721 40.790852)","1","Manhattan","111","8","68","29","13","MN01254","NW","E 106 ST","2 AV","-73.942721","40.790852","East Harlem (South)","AE",,"3"
"POINT (-73.9594 40.8009)","1","Manhattan","107","7","69","30","13","MN01255","SE","W 110 ST","MANHATTAN AV","-73.9594","40.8009","Upper West Side-Manhattan Valley","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.942595 40.82172)","1","Manhattan","110","9","70","30","13","MN01257","NE","FREDERICK DOUGLASS BLVD","W 143 ST","-73.942595","40.82172","Harlem (North)","X","AREA OF MINIMAL FLOOD HAZARD","6"
"POINT (-73.949873 40.811747)","1","Manhattan","110","9","70","30","13","MN01258","NE","FREDERICK DOUGLASS BLVD","W 127 ST","-73.949873","40.811747","Harlem (North)","X","AREA OF MINIMAL FLOOD HAZARD","6"
"POINT (-73.943463 40.820522)","1","Manhattan","110","9","70","30","13","MN01259","NE","FREDERICK DOUGLASS BLVD","W 141 ST","-73.943463","40.820522","Harlem (North)","X","AREA OF MINIMAL FLOOD HAZARD","6"
"POINT (-73.920057 40.867927)","1","Manhattan","112","10","72","31","13","MN01462","SE","BROADWAY","ISHAM ST","-73.920057","40.867927","Inwood","X","AREA OF MINIMAL FLOOD HAZARD","5"
"POINT (-73.980402 40.759722)","1","Manhattan","105","4","75","28","12","MN01463","SE","6 AV","W 50 ST","-73.980402","40.759722","Midtown-Times Square","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.972016 40.762035)","1","Manhattan","105","4","73","28","12","MN01467","SE","E 57 ST","MADISON AV","-73.972016","40.762035","Midtown-Times Square","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.982047 40.748857)","1","Manhattan","106","4","73","28","12","MN01473","SE","MADISON AV","E 36 ST","-73.982047","40.748857","Midtown-Times Square","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.949295 40.802294)","1","Manhattan","110","9","70","30","13","MN01477","NE","MALCOLM X BLVD","W 116 ST","-73.949295","40.802294","Harlem (South)","X","AREA OF MINIMAL FLOOD HAZARD","5"
"POINT (-73.935974 40.825562)","1","Manhattan","110","9","71","30","13","MN01478","NE","ADAM CLAYTON POWELL BLVD","W 151 ST","-73.935974","40.825562","Harlem (North)","X","AREA OF MINIMAL FLOOD HAZARD","2"
"POINT (-73.980863 40.759092)","1","Manhattan","105","4","75","28","12","MN01481","SE","6 AV","W 49 ST","-73.980863","40.759092","Midtown-Times Square","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.969878 40.748054)","1","Manhattan","106","4","74","59","12","MN01483","NE","E 41 ST","1 AV","-73.969878","40.748054","Murray Hill-Kips Bay","X","AREA OF MINIMAL FLOOD HAZARD","3"
"POINT (-73.918118 40.864012)","1","Manhattan","112","10","72","31","13","MN01484","SE","W 207 ST","10 AV","-73.918118","40.864012","Inwood","X","AREA OF MINIMAL FLOOD HAZARD","2"
"POINT (-73.918155 40.864032)","1","Manhattan","112","10","72","31","13","MN01485","SE","W 207 ST","10 AV","-73.918155","40.864032","Inwood","X","AREA OF MINIMAL FLOOD HAZARD","2"
"POINT (-73.918599 40.86444)","1","Manhattan","112","10","72","31","13","MN01486","NE","W 207 ST","10 AV","-73.918599","40.86444","Inwood","X","AREA OF MINIMAL FLOOD HAZARD","1"
"POINT (-73.918636 40.864464)","1","Manhattan","112","10","72","31","13","MN01487","NE","W 207 ST","10 AV","-73.918636","40.864464","Inwood","X","AREA OF MINIMAL FLOOD HAZARD","1"
"POINT (-73.939276 40.810666)","1","Manhattan","110","9","70","30","13","MN01488","SW","5 AV","W 132 ST","-73.939276","40.810666","Harlem (North)","X","AREA OF MINIMAL FLOOD HAZARD","5"
"POINT (-73.986697 40.733681)","1","Manhattan","106","2","74","59","10","MN01492","NE","3 AV","E 14 ST","-73.986697","40.733681","Gramercy","X","AREA OF MINIMAL FLOOD HAZARD","6"
"POINT (-73.989734 40.733818)","1","Manhattan","103","2","66","27","10","MN01493","NE","4 AV","E 13 ST","-73.989734","40.733818","East Village","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.99249 40.73775)","1","Manhattan","105","3","75","28","10","MN01819","SW","5 AV","W 17 ST","-73.99249","40.73775","Midtown South-Flatiron-Union Square","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.962452 40.770635)","1","Manhattan","108","4","73","28","12","MN0182","NW","E 72 ST","LEXINGTON AV","-73.962452","40.770635","Upper East Side-Carnegie Hill","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.97975 40.75312)","1","Manhattan","105","4","73","28","12","MN01824","NW","E 42 ST","MADISON AV","-73.97975","40.75312","Midtown-Times Square","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.9696 40.76124)","1","Manhattan","105","4","73","28","12","MN01825","NW","E 57 ST","LEXINGTON AV","-73.9696","40.76124","East Midtown-Turtle Bay","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.98271 40.75656)","1","Manhattan","105","4","75","28","12","MN01826","SE","6 AV","W 45 ST","-73.98271","40.75656","Midtown-Times Square","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.97655 40.76399)","1","Manhattan","105","4","75","28","12","MN01828","SE","W 57 St","6 Av","-73.97655","40.76399","Midtown-Times Square","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.962439 40.770413)","1","Manhattan","108","4","73","28","12","MN0183","SW","E 72 ST","LEXINGTON AV","-73.962439","40.770413","Upper East Side-Carnegie Hill","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.97437 40.76325)","1","Manhattan","105","4","75","28","12","MN01830","NW","W 57 St","5 AV","-73.97437","40.76325","Midtown-Times Square","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.97112 40.76167)","1","Manhattan","105","4","73","28","12","MN01831","SW","E 57 ST","PARK AV","-73.97112","40.76167","Midtown-Times Square","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.99919 40.75433)","1","Manhattan","104","3","75","47","12","MN01837","SE","10 AV","W 34 ST","-73.99919","40.75433","Chelsea-Hudson Yards","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.968848 40.760696)","1","Manhattan","106","4","73","28","12","MN0184","SE","E 57 ST","LEXINGTON AV","-73.968848","40.760696","East Midtown-Turtle Bay","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.97115 40.76382)","1","Manhattan","108","4","73","28","12","MN01841","NE","Madison Av","E 59 St","-73.97115","40.76382","Upper East Side-Carnegie Hill","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.97524 40.76144)","1","Manhattan","105","4","75","28","12","MN01842","SW","5 Av","W 55 St","-73.97524","40.76144","Midtown-Times Square","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.98036 40.76577)","1","Manhattan","105","6","75","28","12","MN01844","NW","W 57 St","7 Av","-73.98036","40.76577","Midtown-Times Square","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.9352 40.84986)","1","Manhattan","112","10","72","31","13","MN01847","SW","W 181 ST","WADSWORTH AV","-73.9352","40.84986","Washington Heights (North)","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.93506 40.84916)","1","Manhattan","112","10","72","31","13","MN01848","SE","WADSWORTH AV","W 181 ST","-73.93506","40.84916","Washington Heights (North)","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.93111 40.79768)","1","Manhattan","111","8","68","29","13","MN01849","NE","E 120 ST","PLEASANT AV","-73.93111","40.79768","East Harlem (North)","AE",,"2"
"POINT (-73.99517 40.7593)","1","Manhattan","104","3","75","47","12","MN01851","SE","W 42 ST","10 AV","-73.99517","40.7593","Hell's Kitchen","X","AREA OF MINIMAL FLOOD HAZARD","5"
"POINT (-73.971453 40.794418)","1","Manhattan","107","7","69","47","12","MN01852","SE","W 96 ST","BROADWAY","-73.971453","40.794418","Upper West Side (Central)","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.972567 40.749556)","1","Manhattan","106","4","73","59","12","MN0126","SW","2 AV","E 42 ST","-73.972567","40.749556","Murray Hill-Kips Bay","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.937994 40.823443)","1","Manhattan","110","9","71","30","13","MN01260","SW","ADAM CLAYTON POWELL BLVD","W 148 ST","-73.937994","40.823443","Harlem (North)","X","AREA OF MINIMAL FLOOD HAZARD","5"
"POINT (-73.937803 40.823067)","1","Manhattan","110","9","71","30","13","MN01261","NE","ADAM CLAYTON POWELL BLVD","W 147 ST","-73.937803","40.823067","Harlem (North)","X","AREA OF MINIMAL FLOOD HAZARD","1"
"POINT (-73.947291 40.810744)","1","Manhattan","110","9","70","30","13","MN01262","SW","ADAM CLAYTON POWELL BLVD","W 128 ST","-73.947291","40.810744","Harlem (North)","X","AREA OF MINIMAL FLOOD HAZARD","6"
"POINT (-73.983692 40.775589)","1","Manhattan","107","6","67","47","12","MN01264","NE","AMSTERDAM AV","W 67 ST","-73.983692","40.775589","Upper West Side-Lincoln Square","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-74.005671 40.71673)","1","Manhattan","101","1","66","27","10","MN01265","SE","WORTH ST","CHURCH ST","-74.005671","40.71673","Tribeca-Civic Center","X","AREA OF MINIMAL FLOOD HAZARD","5"
"POINT (-73.945807 40.801787)","1","Manhattan","110","9","70","30","13","MN01267","SW","5 AV","W 118 ST","-73.945807","40.801787","Harlem (South)","X","AREA OF MINIMAL FLOOD HAZARD","5"
"POINT (-73.949044 40.812874)","1","Manhattan","110","9","70","30","13","MN01268","NE","FREDERICK DOUGLASS BLVD","W 129 ST","-73.949044","40.812874","Harlem (North)","X","AREA OF MINIMAL FLOOD HAZARD","6"
"POINT (-73.936951 40.824246)","1","Manhattan","110","9","71","30","13","MN01269","NE","ADAM CLAYTON POWELL BLVD","W 149 ST","-73.936951","40.824246","Harlem (North)","X","AREA OF MINIMAL FLOOD HAZARD","2"
"POINT (-73.972496 40.750054)","1","Manhattan","106","4","73","59","12","MN0127","NW","E 42 ST","2 AV","-73.972496","40.750054","Murray Hill-Kips Bay","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.982018 40.77415)","1","Manhattan","107","6","67","47","12","MN01270","NE","BROADWAY","W 66 ST","-73.982018","40.77415","Upper West Side-Lincoln Square","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.953468 40.779304)","1","Manhattan","108","5","76","28","12","MN01271","SE","3 AV","E 87 ST","-73.953468","40.779304","Upper East Side-Yorkville","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.944407 40.829829)","1","Manhattan","109","7","71","30","13","MN01273","NW","AMSTERDAM AV","W 152 ST","-73.944407","40.829829","Hamilton Heights-Sugar Hill","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.946314 40.821075)","1","Manhattan","109","9","70","30","13","MN01274","SW","ST NICHOLAS AV","W 141 ST","-73.946314","40.821075","Manhattanville-West Harlem","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.985047 40.769046)","1","Manhattan","104","6","67","47","12","MN01275","SW","9 AV","W 59 ST","-73.985047","40.769046","Upper West Side-Lincoln Square","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-74.01258 40.708184)","1","Manhattan","101","1","61","27","10","MN01276","NE","TRINITY PL","RECTOR ST","-74.01258","40.708184","Financial District-Battery Park City","X","AREA OF MINIMAL FLOOD HAZARD","5"
"POINT (-73.981214 40.737902)","1","Manhattan","106","2","74","59","12","MN01281","SW","E 23 ST","2 AV","-73.981214","40.737902","Gramercy","X","AREA OF MINIMAL FLOOD HAZARD","5"
"POINT (-73.991971 40.712399)","1","Manhattan","103","1","65","27","10","MN01282","SE","MADISON ST","PIKE ST","-73.991971","40.712399","Chinatown-Two Bridges","X","AREA OF MINIMAL FLOOD HAZARD","2"
"POINT (-73.992098 40.712556)","1","Manhattan","103","1","65","27","10","MN01283","NE","MADISON ST","PIKE ST","-73.992098","40.712556","Chinatown-Two Bridges","X","AREA OF MINIMAL FLOOD HAZARD","5"
"POINT (-73.949086 40.776869)","1","Manhattan","108","5","76","28","12","MN01284","NE","E 86 ST","1 AV","-73.949086","40.776869","Upper East Side-Yorkville","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.997256 40.742094)","1","Manhattan","104","3","75","47","12","MN01287","SW","7 AV","W 20 ST","-73.997256","40.742094","Chelsea-Hudson Yards","X","AREA OF MINIMAL FLOOD HAZARD","5"
"POINT (-73.988898 40.727113)","1","Manhattan","103","2","66","27","10","MN0129","SW","2 AV","E 6 ST","-73.988898","40.727113","East Village","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.946017 40.792029)","1","Manhattan","111","8","68","29","13","MN01294","SE","E 106 ST","LEXINGTON AV","-73.946017","40.792029","East Harlem (South)","X","AREA OF MINIMAL FLOOD HAZARD","3"
"POINT (-74.003488 40.707852)","1","Manhattan","101","1","65","27","10","MN01295","NE","PEARL ST","BEEKMAN ST","-74.003488","40.707852","Financial District-Battery Park City","X","0.2 PCT ANNUAL CHANCE FLOOD HAZARD","1"
"POINT (-73.9366 40.820198)","1","Manhattan","110","9","71","30","13","MN01296","SW","MALCOLM X BLVD","W 145 ST","-73.9366","40.820198","Harlem (North)","X","0.2 PCT ANNUAL CHANCE FLOOD HAZARD","3"
"POINT (-73.956873 40.804821)","1","Manhattan","110","9","70","30","13","MN01297","SE","MANHATTAN AV","W 116 ST","-73.956873","40.804821","Harlem (South)","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.978674 40.724488)","1","Manhattan","103","2","74","27","10","MN01298","SW","AV C","E 8 ST","-73.978674","40.724488","East Village","X","0.2 PCT ANNUAL CHANCE FLOOD HAZARD","1"
"POINT (-73.988717 40.716453)","1","Manhattan","103","1","65","27","10","MN01299","SE","GRAND ST","ESSEX ST","-73.988717","40.716453","Lower East Side","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.984248 40.713247)","1","Manhattan","103","1","65","27","10","MN01300","NW","MADISON ST","GOUVERNEUR ST","-73.984248","40.713247","Lower East Side","X","AREA OF MINIMAL FLOOD HAZARD","6"
"POINT (-73.940188 40.835169)","1","Manhattan","112","10","72","31","13","MN01301","SE","AMSTERDAM AV","W 161 ST","-73.940188","40.835169","Washington Heights (South)","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.935338 40.85732)","1","Manhattan","112","10","71","31","13","MN01302","NE","FT WASHINGTON AV","W 190 ST","-73.935338","40.85732","Washington Heights (North)","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.941502 40.817998)","1","Manhattan","110","9","70","30","13","MN01303","NE","ADAM CLAYTON POWELL BLVD","W 139 ST","-73.941502","40.817998","Harlem (North)","X","AREA OF MINIMAL FLOOD HAZARD","4"
"POINT (-73.94081 40.819589)","1","Manhattan","110","9","70","30","13","MN01304","SW","ADAM CLAYTON POWELL BLVD","W 142 ST","-73.94081","40.819589","Harlem (North)","X","AREA OF MINIMAL FLOOD HAZARD","6"
"POINT (-73.972006 40.749604)","1","Manhattan","106","4","74","59","12","MN01305","SE","E 42 ST","2 AV","-73.972006","40.749604","Murray Hill-Kips Bay","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.949055 40.788605)","1","Manhattan","111","8","68","29","13","MN01308","NW","LEXINGTON AV","E 100 ST","-73.949055","40.788605","East Harlem (South)","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.945168 40.807956)","1","Manhattan","110","9","70","30","13","MN01309","NE","MALCOLM X BLVD","W 125 ST","-73.945168","40.807956","Harlem (South)","X","AREA OF MINIMAL FLOOD HAZARD","6"
"POINT (-73.948246 40.829123)","1","Manhattan","109","7","71","30","13","MN01310","NE","BROADWAY","W 149 ST","-73.948246","40.829123","Hamilton Heights-Sugar Hill","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.997451 40.756691)","1","Manhattan","104","3","75","47","12","MN01311","NE","10 AV","W 37 ST","-73.997451","40.756691","Chelsea-Hudson Yards","X","AREA OF MINIMAL FLOOD HAZARD","5"
"POINT (-73.938613 40.788199)","1","Manhattan","111","8","68","29","13","MN01315","NE","E 105 ST","FDR DR","-73.938613","40.788199","East Harlem (South)","AE",,"1"
"POINT (-73.945487 40.832514)","1","Manhattan","109","7","71","30","13","MN01316","SE","W 155 ST","BROADWAY","-73.945487","40.832514","Hamilton Heights-Sugar Hill","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.935507 40.803457)","1","Manhattan","111","8","68","30","13","MN01317","SE","E 125 ST","3 AV","-73.935507","40.803457","East Harlem (North)","X","AREA OF MINIMAL FLOOD HAZARD","4"
"POINT (-73.936374 40.81209)","1","Manhattan","111","9","70","30","13","MN01319","SW","E 135 ST","MADISON AV","-73.936374","40.81209","East Harlem (North)","X","0.2 PCT ANNUAL CHANCE FLOOD HAZARD","2"
"POINT (-73.976174 40.745011)","1","Manhattan","106","4","73","59","12","MN0132","NW","E 34 ST","2 AV","-73.976174","40.745011","Murray Hill-Kips Bay","X","AREA OF MINIMAL FLOOD HAZARD","4"
"POINT (-73.913022 40.8722)","1","Manhattan","112","10","72","31","13","MN01320","SW","BROADWAY","W 220 ST","-73.913022","40.8722","Inwood Hill Park","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.936681 40.81247)","1","Manhattan","111","9","70","30","13","MN01321","NW","E 135 ST","MADISON AV","-73.936681","40.81247","East Harlem (North)","X","0.2 PCT ANNUAL CHANCE FLOOD HAZARD","2"
"POINT (-73.949067 40.784964)","1","Manhattan","108","8","68","28","12","MN01322","SE","E 96 ST","3 AV","-73.949067","40.784964","Upper East Side-Yorkville","X","AREA OF MINIMAL FLOOD HAZARD","3"
"POINT (-73.967087 40.80398)","1","Manhattan","107","7","69","30","12","MN01323","SW","BROADWAY","W 110 ST","-73.967087","40.80398","Upper West Side-Manhattan Valley","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.939329 40.816469)","1","Manhattan","110","9","70","30","13","MN01325","SW","MALCOLM X BLVD","W 139 ST","-73.939329","40.816469","Harlem (North)","X","AREA OF MINIMAL FLOOD HAZARD","4"
"POINT (-73.957774 40.80388)","1","Manhattan","110","9","70","30","13","MN01327","NW","MANHATTAN AV","W 114 ST","-73.957774","40.80388","Harlem (South)","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.954289 40.786893)","1","Manhattan","108","5","68","28","12","MN01328","SE","MADISON AV","E 95 ST","-73.954289","40.786893","Upper East Side-Carnegie Hill","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.945917 40.807495)","1","Manhattan","110","9","70","30","13","MN01329","SW","MALCOLM X BLVD","W 125 ST","-73.945917","40.807495","Harlem (South)","X","AREA OF MINIMAL FLOOD HAZARD","6"
"POINT (-73.94419 40.809293)","1","Manhattan","110","9","70","30","13","MN01330","NE","MALCOLM X BLVD","W 127 ST","-73.94419","40.809293","Harlem (North)","X","AREA OF MINIMAL FLOOD HAZARD","6"
"POINT (-73.940226 40.815233)","1","Manhattan","110","9","70","30","13","MN01331","SW","MALCOLM X BLVD","W 137 ST","-73.940226","40.815233","Harlem (North)","X","AREA OF MINIMAL FLOOD HAZARD","5"
"POINT (-73.941328 40.813724)","1","Manhattan","110","9","70","30","13","MN01332","SW","MALCOLM X BLVD","W 135 ST","-73.941328","40.813724","Harlem (North)","X","AREA OF MINIMAL FLOOD HAZARD","5"
